CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random
C14313,0,45,M,250095.68,PROF,41-45,438,7,SA,3/22/2013,50,12,6,18,3,1,1,0,1,1,7800,115580,0,799547,0,922927,0,0,0,0,0,7800,38526.67,0,799547,0,0,0,0.425649098
C5161,0,28,M,127778.52,PROF,26-30,233,16,SA,12/23/2008,101,20,14,34,2,2,4,1,5,0,47300,33420,451270,168479,48912,749381,0,0,0,0,0,23650,16710,90254,42119.75,48912,1,0,0.426159414
C13136,1,39,M,268542.99,SELF-EMP,36-40,774,10,SA,2/24/2003,171,2,6,8,1,1,0,0,4,1,17100,90710,58740,0,0,166550,0,0,0,0,0,17100,90710,14685,0,0,1,0,0.42616598
C14697,0,55,M,15567.4,SAL,>50,316,5,SA,11/01/2004,151,14,7,21,3,1,1,0,2,0,13600,666920,62140,80635,0,823295,0,0,0,0,0,13600,222306.67,31070,80635,0,1,1,0.426392338
C18773,0,28,M,107254.01,SENP,26-30,695,6,SA,7/19/2011,70,2,2,4,1,0,0,0,1,0,0,73110,0,0,0,73110,1,0,0,0,1,0,73110,0,0,0,1,1,0.426400151
C17510,0,42,M,0,SAL,41-45,738,9,SA,7/21/2012,58,14,8,22,0,1,1,0,6,0,10900,0,571310,605612,0,1187822,1,0,170,0,0,10900,0,95218.33,605612,0,1,1,0.426694247
C4632,0,48,M,15615.83,SAL,46-50,711,26,CA,2/27/1999,219,18,1,19,0,0,1,0,0,0,0,0,0,940122,0,940122,0,0,0,0,0,0,0,0,940122,0,1,0,0.426949562
C2765,0,24,M,124706.06,SELF-EMP,<25,143,17,CA,5/16/2005,145,23,1,24,0,0,1,0,0,0,0,0,0,454412,0,454412,0,0,0,0,0,0,0,0,454412,0,1,1,0.427129118
C8325,0,32,M,833263.06,SENP,31-35,164,30,CA,12/16/2014,30,8,3,11,1,1,0,1,0,0,5500,823650,0,0,15169,844319,0,0,0,0,0,5500,823650,0,0,15169,0,0,0.42735472
C5882,0,55,M,48489.47,SAL,>50,860,21,SA,11/06/2008,103,4,3,7,1,0,0,2,0,1,0,792120,0,0,17276,809396,0,0,0,0,0,0,792120,0,0,8638,1,1,0.427689732
C7754,0,41,F,1464278.95,SELF-EMP,41-45,316,12,SA,2/17/2000,208,14,8,22,4,1,1,0,2,0,6300,573090,95840,851316,0,1526546,0,0,0,0,0,6300,143272.5,47920,851316,0,1,0,0.427808804
C5065,0,38,M,120744.96,SAL,36-40,310,28,SA,8/13/2006,130,14,4,18,3,0,1,0,0,0,0,524430,0,781810,0,1306240,0,0,0,0,0,0,174810,0,781810,0,1,1,0.428210521
C6125,0,25,M,288340.3,SAL,<25,589,16,SA,03/08/2003,171,14,8,22,3,1,0,0,4,0,5300,470340,57860,0,0,533500,0,0,0,0,0,5300,156780,14465,0,0,1,0,0.428391832
C10303,0,44,M,581138.64,SAL,41-45,536,13,SA,03/08/2003,171,7,7,14,2,1,0,0,4,0,18100,924210,47190,0,0,989500,0,0,0,0,0,18100,462105,11797.5,0,0,0,1,0.428393447
C9956,0,21,F,184690.01,SENP,<25,723,13,SA,3/13/1999,219,12,6,18,1,1,0,0,4,0,8700,102940,12310,0,0,123950,1,0,0,1,0,8700,102940,3077.5,0,0,1,1,0.428499747
C5621,0,34,M,457768.71,PROF,31-35,651,15,CA,10/11/2005,140,32,19,51,9,2,6,1,1,0,13400,974390,85530,887215,11248,1971783,0,0,0,0,1,6700,108265.56,85530,147869.17,11248,1,0,0.42894497
C19713,0,40,M,80973,SELF-EMP,36-40,162,4,SA,08/12/2003,166,10,6,16,1,1,0,0,4,0,13200,317660,97290,0,0,428150,0,0,0,0,0,13200,317660,24322.5,0,0,1,1,0.429896413
C19609,0,32,M,78276.04,PROF,31-35,183,2,CA,10/16/2009,92,2,2,4,0,0,0,0,2,0,0,0,68210,0,0,68210,0,0,0,0,0,0,0,34105,0,0,1,0,0.430156171
C13834,0,33,F,466090.91,PROF,31-35,947,4,CA,2/28/2007,123,45,18,63,11,2,0,1,4,0,8200,940030,23470,0,143796,1115496,1,0,0,0,1,4100,85457.27,5867.5,0,143796,1,0,0.430166643
C10883,0,34,M,83643.23,PROF,31-35,977,30,CA,05/06/2001,193,34,4,38,4,0,0,0,0,0,0,610770,0,0,0,610770,1,0,0,0,0,0,152692.5,0,0,0,1,1,0.430205651
C13822,0,42,M,548801.33,SELF-EMP,41-45,589,6,SA,10/30/2001,187,5,6,11,1,1,0,0,4,1,9400,881890,47410,0,0,938700,0,0,0,0,0,9400,881890,11852.5,0,0,1,0,0.430385923
C8720,0,31,M,2812483.91,SAL,31-35,169,31,SA,5/17/2006,133,2,2,4,1,1,0,0,0,1,1100,766950,0,0,0,768050,0,0,0,0,0,1100,766950,0,0,0,0,1,0.430526774
C6250,0,48,M,86726.69,SELF-EMP,46-50,653,17,SA,10/15/2003,164,7,6,13,1,1,0,0,4,0,1800,998370,50050,0,0,1050220,1,0,0,0,0,1800,998370,12512.5,0,0,1,0,0.431088712
C11749,0,52,M,718912.99,SAL,>50,954,18,SA,01/07/2003,173,5,6,11,1,1,0,0,4,1,10500,567900,95440,0,0,673840,0,0,0,1,0,10500,567900,23860,0,0,1,0,0.431165648
C19936,0,33,F,282549.02,SENP,31-35,659,1,SA,4/24/2007,121,9,5,14,1,1,1,0,2,0,8600,254580,39900,508311,0,811391,0,0,0,0,0,8600,254580,19950,508311,0,1,0,0.431526201
C13976,0,35,M,165643.82,SAL,31-35,245,9,SA,7/14/2005,143,3,2,5,0,0,0,0,2,1,0,0,50260,0,0,50260,0,0,0,0,0,0,0,25130,0,0,1,1,0.431536688
C2480,0,38,F,587482.37,PROF,36-40,112,26,SA,10/15/2001,188,9,4,13,0,2,1,0,1,0,18200,0,80770,877430,0,976400,0,0,0,0,0,9100,0,80770,877430,0,1,0,0.431652728
C5342,0,32,M,350636.51,PROF,31-35,179,19,CA,4/23/2011,73,20,1,21,1,0,0,0,0,0,0,243550,0,0,0,243550,0,0,0,0,0,0,243550,0,0,0,1,1,0.431659054
C507,0,48,M,183017.36,PROF,46-50,169,12,SA,2/21/2004,159,10,5,15,0,1,0,0,4,0,10500,0,67930,0,0,78430,0,0,0,0,0,10500,0,16982.5,0,0,1,0,0.432058924
C18740,0,53,F,45337.25,SENP,>50,182,2,SA,01/07/2002,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432415644
C11591,0,39,F,0,SENP,36-40,144,12,CA,05/07/2000,205,10,10,20,3,1,0,1,5,0,8600,783840,85410,0,47723,925573,1,0,170,1,0,8600,261280,17082,0,47723,1,1,0.432696788
C17771,0,52,M,562201.14,SENP,>50,617,1,SA,6/22/2012,59,3,2,5,0,0,0,0,2,0,0,0,26890,0,0,26890,1,0,0,0,1,0,0,13445,0,0,1,1,0.433007699
C4351,0,30,M,533502.15,PROF,26-30,171,16,SA,6/20/2009,95,20,16,36,11,2,0,1,2,1,40200,334600,0,0,193767,568567,0,0,0,0,0,20100,30418.18,0,0,193767,1,0,0.433368583
C5953,0,41,M,613260.98,SAL,41-45,728,28,SA,10/11/2009,92,8,4,12,1,1,1,0,1,0,16000,333430,88740,405116,0,843286,0,0,0,0,1,16000,333430,88740,405116,0,1,0,0.433543859
C9113,0,44,M,303153.24,PROF,41-45,181,13,SA,12/26/2012,53,7,5,12,2,1,1,0,1,0,11000,465430,0,258835,0,735265,0,0,0,0,0,11000,232715,0,258835,0,1,0,0.433597367
C13339,1,35,M,1728522.18,SELF-EMP,31-35,181,19,SA,8/31/2001,189,6,3,9,1,0,0,0,2,0,0,295040,81820,0,0,376860,0,0,0,0,0,0,295040,40910,0,0,1,1,0.433943303
C164,0,32,F,4273193.46,SENP,31-35,296,27,SA,9/19/2006,128,12,1,13,1,0,0,0,0,0,0,245520,0,0,0,245520,0,0,0,0,0,0,245520,0,0,0,1,0,0.433949603
C13989,0,35,M,53000.55,SENP,31-35,207,4,SA,05/09/2007,121,9,5,14,0,1,0,0,4,1,18500,0,66490,0,0,84990,0,0,0,0,0,18500,0,16622.5,0,0,0,0,0.434024202
C5307,0,37,F,108156.26,SAL,36-40,273,14,SA,5/30/2006,132,5,5,10,2,1,1,0,1,0,7000,770000,0,386709,0,1163709,0,0,0,0,0,7000,385000,0,386709,0,0,0,0.435411901
C14469,0,55,M,458214.09,PROF,>50,295,7,SA,05/08/2010,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.43550351
C11891,0,49,M,908912.98,SENP,46-50,516,23,SA,07/11/2004,155,0,2,2,1,0,1,0,0,0,0,682210,0,45137,0,727347,0,0,0,0,0,0,682210,0,45137,0,0,1,0.436178232
C7324,0,49,M,249493.4,SENP,46-50,485,23,CA,5/24/1999,216,41,4,45,2,1,1,0,0,0,10700,61780,0,875725,0,948205,0,0,0,0,0,10700,30890,0,875725,0,1,1,0.436678774
C12699,1,40,M,111485.36,SAL,36-40,624,22,SA,2/22/2013,51,16,1,17,0,1,0,0,0,1,18300,0,0,0,0,18300,0,0,0,0,0,18300,0,0,0,0,1,0,0.437526203
C9497,0,31,F,64042.3,SENP,31-35,503,14,SA,10/06/2014,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.437742293
C10766,0,31,F,3406596.74,SELF-EMP,31-35,824,10,SA,6/21/2011,71,16,14,30,4,2,3,1,4,1,30200,950250,55860,252130,115525,1403965,0,0,0,0,0,15100,237562.5,13965,84043.33,115525,1,0,0.438061798
C14101,0,54,M,1069221.41,SAL,>50,827,9,SA,07/07/2000,203,12,6,18,2,1,1,0,2,0,13200,144410,42360,579354,0,779324,0,0,0,0,0,13200,72205,21180,579354,0,1,1,0.438511382
C14066,0,22,F,1184558.48,SELF-EMP,<25,119,9,SA,9/23/1999,212,4,3,7,0,0,0,0,3,0,0,0,92240,0,0,92240,0,0,0,0,0,0,0,30746.67,0,0,1,1,0.438654287
C3125,0,51,M,312298.24,PROF,>50,227,17,SA,6/26/2004,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.43894553
C16524,0,46,M,502886.53,SAL,46-50,499,5,SA,6/25/2001,191,6,5,11,2,1,1,0,1,0,14400,349220,0,18228,0,381848,0,0,0,0,0,14400,174610,0,18228,0,1,0,0.439161969
C7900,0,23,M,186406.45,SELF-EMP,<25,756,30,CA,01/10/2010,89,40,4,44,0,1,0,1,2,0,7400,0,79130,0,187949,274479,0,0,0,1,0,7400,0,39565,0,187949,1,0,0.439433235
C11866,0,29,F,217589.11,PROF,26-30,284,13,CA,10/16/2002,176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.439465139
C4077,0,50,M,47426.98,PROF,46-50,320,30,SA,9/16/2001,189,10,1,11,0,1,0,0,0,0,9700,0,0,0,0,9700,0,0,0,0,0,9700,0,0,0,0,1,0,0.439825323
C10008,0,35,M,392733.14,PROF,31-35,209,17,SA,9/26/2000,200,5,6,11,3,1,1,0,1,0,16400,960070,0,40417,0,1016887,0,0,0,0,0,16400,320023.33,0,40417,0,1,1,0.439908062
C2070,0,47,F,893565.79,PROF,46-50,165,22,SA,7/31/2011,70,7,1,8,1,0,0,0,0,0,0,631320,0,0,0,631320,0,0,0,0,0,0,631320,0,0,0,1,0,0.44003614
C1589,0,45,M,733690.7,SENP,41-45,314,24,CA,04/09/2013,50,16,2,18,1,0,1,0,0,0,0,892900,0,139146,0,1032046,0,0,0,0,0,0,892900,0,139146,0,1,0,0.440310094
C16747,1,39,M,7532.23,SAL,36-40,810,2,CA,06/09/2003,168,25,32,57,7,4,10,2,9,0,16800,65230,2965580,584134,190565,3822309,0,0,0,0,0,4200,9318.57,329508.89,58413.4,95282.5,1,0,0.440359615
C12013,0,41,M,259102.05,SAL,41-45,614,28,CA,1/26/2000,208,12,1,13,1,0,0,0,0,0,0,697290,0,0,0,697290,0,0,0,0,0,0,697290,0,0,0,1,1,0.440364543
C16613,0,33,M,36746.71,SAL,31-35,705,2,SA,7/16/2004,155,11,8,19,1,1,1,0,5,0,13100,603990,849040,756630,0,2222760,0,0,0,0,0,13100,603990,169808,756630,0,1,0,0.440638082
C13497,1,34,M,235990.04,SAL,31-35,178,12,SA,9/18/2009,92,6,5,11,1,1,1,0,2,0,14500,944320,22640,178611,0,1160071,0,0,0,0,0,14500,944320,11320,178611,0,1,1,0.440755951
C19248,0,28,M,1068162.63,SENP,26-30,624,7,SA,11/27/2003,162,11,6,17,2,1,1,0,2,0,10600,162090,18590,460273,0,651553,0,0,0,0,0,10600,81045,9295,460273,0,1,0,0.441090387
C16006,0,25,M,268733.35,SENP,<25,351,9,SA,2/15/2002,184,10,6,16,2,1,1,0,2,0,16200,740700,19930,100335,0,877165,0,0,0,0,0,16200,370350,9965,100335,0,1,1,0.441839851
C13789,0,40,M,22463.4,SAL,36-40,217,6,SA,8/25/2007,117,4,5,9,0,1,0,0,4,0,4200,0,71190,0,0,75390,0,0,0,0,0,4200,0,17797.5,0,0,1,1,0.441877846
C14712,0,51,M,123590.26,PROF,>50,350,7,SA,11/06/2008,103,16,14,30,3,2,4,1,4,0,45100,28140,913810,940429,9782,1937261,0,0,0,0,0,22550,9380,228452.5,235107.25,9782,1,1,0.442352806
C16284,0,29,M,984504.7,SENP,26-30,205,9,SA,5/16/2000,205,3,2,5,0,0,0,0,2,0,0,0,90570,0,0,90570,0,0,0,0,0,0,0,45285,0,0,1,1,0.442540486
C10661,0,23,M,799873.23,SENP,<25,263,29,CA,6/28/2002,179,12,1,13,0,0,0,0,1,1,0,0,46280,0,0,46280,0,0,0,0,0,0,0,46280,0,0,1,0,0.442842243
C999,0,28,M,76892.48,SAL,26-30,292,17,SA,12/20/2006,125,6,5,11,1,1,1,0,2,0,15100,896910,47110,438935,0,1398055,1,0,0,0,0,15100,896910,23555,438935,0,1,1,0.443168389
C14325,0,38,F,251749.33,SENP,36-40,367,8,SA,03/07/2010,87,6,4,10,3,0,0,0,1,0,0,642410,0,0,0,642410,0,0,0,0,0,0,214136.67,0,0,0,1,1,0.44351404
C17725,0,55,M,53274.25,SAL,>50,176,6,SA,04/05/2012,62,2,2,4,0,0,0,0,2,0,0,0,30260,0,0,30260,0,0,0,0,0,0,0,15130,0,0,1,1,0.444405228
C10768,0,27,M,456346.74,SELF-EMP,26-30,514,16,CA,8/31/2002,177,18,3,21,2,1,0,0,0,1,13000,737250,0,0,0,750250,0,0,0,0,0,13000,368625,0,0,0,1,0,0.444477686
C11777,0,29,M,39541.34,SELF-EMP,26-30,275,12,SA,02/11/2012,64,19,15,34,5,2,3,1,4,0,38100,475680,76310,631382,177120,1398592,0,0,0,0,0,19050,95136,19077.5,210460.67,177120,1,0,0.44466581
C7163,0,55,F,1391865.94,PROF,>50,216,19,CA,10/27/2001,187,24,1,25,0,1,0,0,0,0,13200,0,0,0,0,13200,1,0,0,0,0,13200,0,0,0,0,0,0,0.444839539
C15775,0,30,M,238780.38,PROF,26-30,309,4,SA,7/15/2000,203,16,15,31,4,2,4,1,4,0,45500,171170,199740,995783,199470,1611663,0,0,0,0,0,22750,42792.5,49935,248945.75,199470,1,0,0.444928845
C7332,0,38,F,82912.38,SELF-EMP,36-40,428,10,SA,01/12/2001,197,3,2,5,0,0,0,0,2,1,0,0,81520,0,0,81520,0,0,0,0,0,0,0,40760,0,0,1,0,0.445039408
C14419,0,54,F,689213.05,SENP,>50,148,4,SA,11/25/2014,30,12,6,18,0,1,1,0,4,0,14500,0,50280,200938,0,265718,0,0,0,0,0,14500,0,12570,200938,0,1,0,0.445372076
C13592,1,33,M,488814.55,SAL,31-35,446,21,SA,03/05/2013,51,4,2,6,0,2,0,0,0,1,29300,0,0,0,0,29300,1,0,0,0,0,14650,0,0,0,0,1,1,0.445437175
C13342,1,43,F,59618.11,SAL,41-45,698,13,CA,4/18/2010,85,49,20,69,3,2,6,1,8,1,24400,666790,365180,770568,72301,1899239,0,0,0,0,0,12200,222263.33,45647.5,128428,72301,1,1,0.445667314
C5289,0,36,F,654276.93,SENP,36-40,100,24,SA,5/20/2003,168,16,2,18,1,1,0,0,0,1,15700,450900,0,0,0,466600,0,0,0,0,0,15700,450900,0,0,0,1,0,0.445689218
C3409,0,44,M,12654.89,SAL,41-45,848,20,CA,12/03/1999,210,19,4,23,1,0,3,0,0,0,0,552140,0,703846,0,1255986,0,0,0,0,0,0,552140,0,234615.33,0,1,1,0.445698572
C3195,0,32,M,9088.21,SAL,31-35,717,16,SA,06/09/2011,72,6,6,12,0,1,1,0,4,1,11100,0,29130,566807,0,607037,0,0,0,1,0,11100,0,7282.5,566807,0,1,0,0.445749539
C16045,0,25,F,895994.24,PROF,<25,731,3,SA,8/28/2004,153,16,15,31,4,2,4,1,4,1,8500,553500,312410,755955,149515,1779880,0,0,0,0,0,4250,138375,78102.5,188988.75,149515,1,0,0.446206975
C13970,0,31,F,548321.65,SENP,31-35,191,5,SA,5/14/2002,181,6,5,11,1,1,1,0,2,0,5400,513220,63450,859910,0,1441980,0,0,0,0,0,5400,513220,31725,859910,0,1,1,0.446445098
C9151,0,25,M,686921.78,PROF,<25,409,11,SA,2/21/2004,159,5,6,11,1,1,0,0,4,1,3400,286790,35730,0,0,325920,0,0,0,0,0,3400,286790,8932.5,0,0,1,1,0.446445642
C3006,0,30,M,1517293.84,SAL,26-30,306,20,SA,6/25/1999,215,7,6,13,1,1,0,0,4,0,11600,32340,21420,0,0,65360,0,0,0,0,0,11600,32340,5355,0,0,1,1,0.446456233
C11473,0,49,M,970819.16,SENP,46-50,233,27,SA,6/27/2008,107,8,4,12,1,0,3,0,0,0,0,372530,0,648293,0,1020823,0,0,0,0,0,0,372530,0,216097.67,0,1,0,0.446514387
C10969,0,25,M,265080.48,SAL,<25,465,25,SA,12/11/2000,198,8,4,12,1,2,1,0,0,0,47200,24810,0,645055,0,717065,0,0,0,0,0,23600,24810,0,645055,0,1,1,0.446623099
C4534,0,51,M,1093657.74,SAL,>50,606,14,SA,2/14/2011,76,7,6,13,1,1,0,0,4,0,1400,892470,12080,0,0,905950,0,0,0,1,0,1400,892470,3020,0,0,1,1,0.447040836
C5675,0,32,M,75240.64,SAL,31-35,327,28,SA,2/25/2002,183,10,3,13,3,0,0,0,0,0,0,527480,0,0,0,527480,1,0,0,0,0,0,175826.67,0,0,0,1,1,0.44704189
C17712,1,43,M,174424.26,SENP,41-45,837,4,SA,10/09/2002,176,5,6,11,0,1,1,0,4,1,4300,0,68310,633106,0,705716,0,0,0,0,0,4300,0,17077.5,633106,0,1,0,0.447070969
C2322,0,49,M,60276.61,PROF,46-50,150,18,SA,3/27/2009,98,14,7,21,0,1,1,0,5,0,10000,0,466450,441315,0,917765,0,0,0,0,0,10000,0,93290,441315,0,1,0,0.44744292
C6911,0,41,F,1909537.81,SAL,41-45,160,23,SA,06/01/2007,120,10,4,14,0,3,1,0,0,0,65700,0,0,678881,0,744581,0,0,0,0,0,21900,0,0,678881,0,1,0,0.447887785
C12303,1,31,M,263736.13,PROF,31-35,754,18,CA,11/21/2008,102,8,8,16,1,1,1,0,5,0,2300,815500,776410,329376,0,1923586,0,0,0,0,0,2300,815500,155282,329376,0,1,0,0.448223895
C3687,0,31,M,689085.32,SAL,31-35,423,11,SA,11/16/2010,79,12,6,18,0,1,1,0,4,1,13900,0,10690,93296,0,117886,0,0,0,0,0,13900,0,2672.5,93296,0,1,0,0.448399718
C4286,0,30,M,35270.6,PROF,26-30,196,15,SA,3/27/2004,158,6,6,12,1,1,0,0,4,0,15800,448990,25780,0,0,490570,0,0,0,0,0,15800,448990,6445,0,0,1,0,0.448685383
C13381,1,46,M,50600.63,SAL,46-50,252,14,SA,01/09/2008,113,20,14,34,3,2,4,1,4,0,30800,537760,678000,50056,48131,1344747,0,0,0,0,0,15400,179253.33,169500,12514,48131,1,1,0.449247303
C16640,0,26,M,3018.42,SAL,26-30,123,8,SA,11/11/2012,55,6,4,10,2,0,0,0,2,1,0,541330,90500,0,0,631830,0,0,0,0,0,0,270665,45250,0,0,1,0,0.449271969
C19808,0,54,M,344070.39,SELF-EMP,>50,661,4,SA,09/01/2002,177,6,6,12,3,1,1,0,1,1,16000,540120,0,185358,0,741478,0,0,0,0,0,16000,180040,0,185358,0,1,1,0.449626918
C15959,0,45,M,834869.58,SAL,41-45,616,6,SA,10/04/2011,68,14,7,21,4,1,1,0,1,1,15100,653320,0,895972,0,1564392,0,0,0,0,0,15100,163330,0,895972,0,1,1,0.44971981
C14355,0,54,M,23677.81,SELF-EMP,>50,661,7,SA,07/04/2005,143,11,6,17,1,1,0,0,4,0,15500,965890,30470,0,0,1011860,1,0,0,1,0,15500,965890,7617.5,0,0,1,1,0.449812403
C386,0,49,F,547256.3,SENP,46-50,636,17,SA,5/15/2003,169,6,5,11,1,1,1,0,2,0,1000,819990,99380,409020,0,1329390,1,0,0,0,0,1000,819990,49690,409020,0,1,0,0.450327464
C13012,1,29,M,111845.06,SAL,26-30,126,30,SA,05/11/2005,145,18,3,21,1,1,1,0,0,1,9400,817430,0,482217,0,1309047,0,0,0,0,0,9400,817430,0,482217,0,1,1,0.450342782
C12960,1,50,M,349026.69,SAL,46-50,357,23,CA,1/29/2004,160,18,1,19,0,0,0,0,1,0,0,0,83300,0,0,83300,0,0,0,0,0,0,0,83300,0,0,1,1,0.451359974
C12573,1,43,M,18085.23,SAL,41-45,197,10,CA,11/21/2011,66,31,18,49,4,2,0,1,11,1,20500,849490,4428580,0,148602,5447172,1,0,0,0,1,10250,212372.5,402598.18,0,148602,1,1,0.452243887
C17642,0,53,M,345880.89,SELF-EMP,>50,175,6,SA,04/02/2001,194,14,14,28,2,2,4,1,5,0,9500,114710,153520,282499,53454,613683,0,0,0,0,0,4750,57355,30704,70624.75,53454,1,0,0.452556625
C3617,0,36,F,318182.26,SELF-EMP,36-40,751,11,CA,12/27/2005,137,15,18,33,13,2,0,1,2,1,20900,790440,0,0,87143,898483,0,0,0,0,0,10450,60803.08,0,0,87143,1,0,0.453631801
C15910,0,31,M,199424.11,PROF,31-35,347,7,SA,01/11/2008,113,11,6,17,0,1,1,0,4,1,8600,0,61910,383857,0,454367,0,0,0,0,0,8600,0,15477.5,383857,0,1,0,0.454092028
C16148,0,28,M,263144.64,SAL,26-30,941,6,SA,10/28/2007,115,8,6,14,2,1,1,0,2,1,10100,70260,78710,615875,0,774945,0,0,0,0,0,10100,35130,39355,615875,0,1,1,0.454131574
C19121,0,34,M,27507.15,SAL,31-35,435,7,SA,11/17/2013,43,11,10,21,2,1,0,1,6,0,3700,492750,59570,0,93990,650010,0,0,0,0,0,3700,246375,9928.33,0,93990,0,1,0.454617009
C10597,0,26,M,378134.89,PROF,26-30,390,24,SA,05/02/2003,169,7,4,11,4,0,0,0,0,0,0,306990,0,0,0,306990,0,0,0,0,0,0,76747.5,0,0,0,1,1,0.454655058
C8756,0,44,M,734983.63,PROF,41-45,594,22,SA,3/23/2013,50,12,4,16,1,3,0,0,0,1,11400,832440,0,0,0,843840,0,0,0,0,0,3800,832440,0,0,0,1,0,0.454882491
C4253,0,53,F,169795.64,SENP,>50,285,19,SA,11/13/1999,211,6,5,11,1,1,1,0,2,0,14300,997850,11670,390819,0,1414639,0,0,0,0,0,14300,997850,5835,390819,0,1,0,0.455122555
C6884,0,34,F,1769372.06,SELF-EMP,31-35,484,18,SA,7/18/2004,154,3,2,5,0,0,0,0,2,0,0,0,76600,0,0,76600,0,0,0,0,0,0,0,38300,0,0,1,0,0.455623705
C15645,0,54,M,6155.69,SAL,>50,924,7,CA,7/27/2006,130,54,22,76,5,2,7,1,7,0,33900,450300,138060,499566,137048,1258874,0,0,0,0,0,16950,90060,19722.86,71366.57,137048,1,1,0.45618569
C12680,1,37,F,369771.9,SAL,36-40,205,11,SA,11/01/1999,211,12,6,18,2,1,1,0,2,1,900,616910,80720,178870,0,877400,0,0,0,0,0,900,308455,40360,178870,0,1,0,0.456669469
C18466,1,33,M,580650.94,SELF-EMP,31-35,693,1,CA,2/15/2002,184,48,19,67,5,2,6,1,5,0,18500,948960,206570,317298,45129,1536457,0,0,0,0,0,9250,189792,41314,52883,45129,1,0,0.45667718
C16012,1,47,F,825422.4,SELF-EMP,46-50,105,3,CA,07/04/2009,95,6,6,12,3,1,1,0,1,1,2400,478070,0,555361,0,1035831,0,0,0,0,0,2400,159356.67,0,555361,0,1,0,0.456680169
C2820,0,43,M,866084.91,PROF,41-45,753,15,CA,8/16/2012,58,3,3,6,1,0,0,0,2,1,0,953670,48760,0,0,1002430,0,0,0,0,0,0,953670,24380,0,0,1,0,0.457066076
C13937,0,35,F,603218.53,PROF,31-35,918,3,CA,1/24/1999,220,5,5,10,0,1,0,0,4,0,11600,0,97680,0,0,109280,0,0,0,0,0,11600,0,24420,0,0,1,1,0.457297528
C1635,0,27,M,561115.43,SELF-EMP,26-30,280,21,SA,1/20/2004,160,4,1,5,0,1,0,0,0,0,2600,0,0,0,0,2600,0,0,0,0,0,2600,0,0,0,0,1,1,0.458187063
C16499,0,30,M,329969.31,SAL,26-30,282,6,SA,07/11/2008,107,6,5,11,0,1,0,0,4,0,13600,0,67470,0,0,81070,0,0,0,0,0,13600,0,16867.5,0,0,1,0,0.458198084
C2219,0,55,F,131587.16,SENP,>50,662,30,SA,8/18/2004,153,9,2,11,0,0,0,1,1,1,0,0,20680,0,138816,159496,0,0,0,0,0,0,0,20680,0,138816,1,1,0.458460497
C3233,0,48,F,1734003.22,PROF,46-50,193,17,CA,07/05/2008,107,3,3,6,2,0,0,0,1,1,0,609420,0,0,0,609420,0,0,0,0,0,0,304710,0,0,0,1,1,0.458646864
C11208,0,32,M,640061.98,SAL,31-35,280,28,SA,8/19/2010,81,18,4,22,1,0,2,0,1,0,0,40840,23210,694936,0,758986,0,0,0,0,0,0,40840,23210,347468,0,1,1,0.458713786
C10367,0,29,M,96951.53,SENP,26-30,314,13,CA,3/19/2000,206,70,69,139,1,22,21,24,1,0,17800,422820,75800,982464,91842,1590726,1,250,0,0,1,809.09,422820,75800,46784,3826.75,1,1,0.459092213
C2220,0,25,M,337672.49,SAL,<25,731,31,SA,12/25/2009,89,8,3,11,0,2,1,0,0,0,43100,0,0,869084,0,912184,0,0,0,0,0,21550,0,0,869084,0,1,0,0.460091805
C12919,1,33,M,3.93,SELF-EMP,31-35,528,10,CA,10/15/2000,200,50,20,70,8,2,5,1,4,0,16800,518700,49450,221243,158114,964307,1,0,170,0,0,8400,64837.5,12362.5,44248.6,158114,0,1,0.460391972
